Punkt_ID PCode X1[m] Y1[m] Z1[m] X2[m] Y2[m] Z2[m] dX[m] dY[m] dZ[m] dT[a] dX/T[cm] dY/T[cm] dZ/T[cm] dS_2D[m] dS_3D[m] dS_2D/T[cm] dS_3D/T[cm] Azimut[°] SurfAzimut[°] Slope[°] mX_1[cm] mY_1[cm] mZ_1[cm] mX_2[cm] mY_2[cm] mZ_2[cm] mP_1[cm] mP_2[cm] mS_2D[cm] mS_3D[cm] DelFlag
5430 255 -699.417 1783.482 1781.859 -695.501 1782.044 1778.99 3.916 -1.438 -2.869 5 78.3 -28.8 -57.4 4.172 5.063 83.4 101.3 110.1638 249.8362 -34.5176 0 0 0 0 0 0 0 0 0 0 0
5431 255 -736.334 1782.426 1795.365 -733.064 1781.172 1794.552 3.27 -1.254 -0.813 5 65.4 -25.1 -16.3 3.502 3.595 70 71.9 110.9811 249.0189 -13.0691 0 0 0 0 0 0 0 0 0 0 0
5432 255 -693.531 1781.919 1777.207 -689.983 1780.496 1775.75 3.548 -1.423 -1.457 5 71 -28.5 -29.1 3.823 4.091 76.5 81.8 111.8543 248.1457 -20.8639 0 0 0 0 0 0 0 0 0 0 0
5433 255 -687.071 1779.234 1773.025 -683.304 1777.958 1771.238 3.767 -1.276 -1.787 5 75.3 -25.5 -35.7 3.977 4.36 79.5 87.2 108.7128 251.2872 -24.1947 0 0 0 0 0 0 0 0 0 0 0
5435 255 -730.541 1776.528 1793.112 -728.925 1776.496 1794.299 1.616 -0.032 1.187 5 32.3 -0.6 23.7 1.616 2.005 32.3 40.1 91.1344 268.8656 36.293 0 0 0 0 0 0 0 0 0 0 0
5437 255 -733.748 1774.126 1793.44 -732.96 1774.711 1788.806 0.788 0.585 -4.634 5 15.8 11.7 -92.7 0.981 4.737 19.6 94.7 53.4103 306.5897 -78.0423 0 0 0 0 0 0 0 0 0 0 0
5438 255 -725.193 1774.073 1791.363 -722.162 1773.211 1791.103 3.031 -0.862 -0.26 5 60.6 -17.2 -5.2 3.151 3.162 63 63.2 105.8755 254.1245 -4.7167 0 0 0 0 0 0 0 0 0 0 0
5440 255 -708.884 1770.631 1783.71 -707.051 1771.134 1785.507 1.833 0.503 1.797 5 36.7 10.1 35.9 1.901 2.616 38 52.3 74.655 285.345 43.3927 0 0 0 0 0 0 0 0 0 0 0
5441 255 -701.442 1771.723 1780.473 -697.098 1770.034 1778.852 4.344 -1.689 -1.621 5 86.9 -33.8 -32.4 4.661 4.935 93.2 98.7 111.2467 248.7533 -19.1774 0 0 0 0 0 0 0 0 0 0 0
5443 255 -687.881 1768.459 1771.589 -683.919 1767.001 1770.347 3.962 -1.458 -1.242 5 79.2 -29.2 -24.8 4.222 4.401 84.4 88 110.2034 249.7966 -16.3934 0 0 0 0 0 0 0 0 0 0 0
5444 255 -722.027 1768.19 1788.294 -720.046 1768.256 1788.871 1.981 0.066 0.577 5 39.6 1.3 11.5 1.982 2.064 39.6 41.3 88.0918 271.9082 16.2306 0 0 0 0 0 0 0 0 0 0 0
5445 255 -718.811 1768.726 1787.193 -717.689 1768.923 1787.406 1.122 0.197 0.213 5 22.4 3.9 4.3 1.139 1.159 22.8 23.2 80.0416 279.9584 10.5908 0 0 0 0 0 0 0 0 0 0 0
5448 255 -690.963 1764.196 1772.138 -686.795 1762.572 1770.873 4.168 -1.624 -1.265 5 83.4 -32.5 -25.3 4.473 4.649 89.5 93 111.2876 248.7124 -15.7906 0 0 0 0 0 0 0 0 0 0 0
5449 255 -715.422 1763.483 1782.898 -712.818 1762.08 1782.275 2.604 -1.403 -0.623 5 52.1 -28.1 -12.5 2.958 3.023 59.2 60.5 118.3152 241.6848 -11.8939 0 0 0 0 0 0 0 0 0 0 0
5450 255 -706.856 1761.819 1778.264 -702.013 1759.64 1776.264 4.843 -2.179 -2 5 96.9 -43.6 -40 5.311 5.675 106.2 113.5 114.2243 245.7757 -20.6366 0 0 0 0 0 0 0 0 0 0 0
5452 255 -726.052 1762.076 1788.465 -725.42 1762.127 1788.335 0.632 0.051 -0.13 5 12.6 1 -2.6 0.634 0.647 12.7 12.9 85.3864 274.6136 -11.5868 0 0 0 0 0 0 0 0 0 0 0
5453 255 -733.406 1759.739 1793.233 -733.273 1759.521 1792.231 0.133 -0.218 -1.002 5 2.7 -4.4 -20 0.255 1.034 5.1 20.7 148.613 211.387 -75.7021 0 0 0 0 0 0 0 0 0 0 0
5454 255 -718.448 1757.903 1781.659 -717.444 1757.906 1781.966 1.004 0.003 0.307 5 20.1 0.1 6.1 1.004 1.05 20.1 21 89.8288 270.1712 17.0023 0 0 0 0 0 0 0 0 0 0 0
5455 255 -702.203 1757.036 1775.095 -699.361 1756.703 1774.819 2.842 -0.333 -0.276 5 56.8 -6.7 -5.5 2.861 2.875 57.2 57.5 96.6829 263.3171 -5.5094 0 0 0 0 0 0 0 0 0 0 0
5456 255 -723.49 1755.89 1784.691 -723.099 1755.951 1785.109 0.391 0.061 0.418 5 7.8 1.2 8.4 0.396 0.576 7.9 11.5 81.1328 278.8672 46.5677 0 0 0 0 0 0 0 0 0 0 0
5457 255 -738.576 1756.315 1794.017 -738.494 1756.352 1794.463 0.082 0.037 0.446 5 1.6 0.7 8.9 0.09 0.455 1.8 9.1 65.7142 294.2858 78.5961 0 0 0 0 0 0 0 0 0 0 0
5458 255 -695.827 1755.897 1772.401 -692.497 1754.129 1768.599 3.33 -1.768 -3.802 5 66.6 -35.4 -76 3.77 5.354 75.4 107.1 117.9652 242.0348 -45.2403 0 0 0 0 0 0 0 0 0 0 0
5459 255 -715.586 1755.479 1779.954 -714.867 1755.602 1779.901 0.719 0.123 -0.053 5 14.4 2.5 -1.1 0.729 0.731 14.6 14.6 80.2923 279.7077 -4.1557 0 0 0 0 0 0 0 0 0 0 0
5460 255 -706.533 1754.367 1776.557 -704.755 1753.663 1775.166 1.778 -0.704 -1.391 5 35.6 -14.1 -27.8 1.912 2.365 38.2 47.3 111.6011 248.3989 -36.032 0 0 0 0 0 0 0 0 0 0 0
5461 255 -721.254 1752.066 1781.517 -720.854 1752.038 1781.871 0.4 -0.028 0.354 5 8 -0.6 7.1 0.401 0.535 8 10.7 94.0042 265.9958 41.4393 0 0 0 0 0 0 0 0 0 0 0
5462 255 -729.057 1752.001 1784.583 -728.727 1751.822 1784.466 0.33 -0.179 -0.117 5 6.6 -3.6 -2.3 0.375 0.393 7.5 7.9 118.4765 241.5235 -17.3096 0 0 0 0 0 0 0 0 0 0 0
5463 255 -736.313 1750.887 1788.097 -735.984 1750.726 1786.379 0.329 -0.161 -1.718 5 6.6 -3.2 -34.4 0.366 1.757 7.3 35.1 116.0754 243.9246 -77.9646 0 0 0 0 0 0 0 0 0 0 0
5464 255 -715.803 1750.972 1778.096 -715.18 1750.787 1777.894 0.623 -0.185 -0.202 5 12.5 -3.7 -4 0.65 0.681 13 13.6 106.5388 253.4612 -17.2664 0 0 0 0 0 0 0 0 0 0 0
5466 255 -732.818 1746.768 1783.67 -732.187 1746.555 1783.149 0.631 -0.213 -0.521 5 12.6 -4.3 -10.4 0.666 0.846 13.3 16.9 108.6526 251.3474 -38.0363 0 0 0 0 0 0 0 0 0 0 0
5467 255 -739.777 1746.172 1786.981 -739.263 1746.283 1787.256 0.514 0.111 0.275 5 10.3 2.2 5.5 0.526 0.593 10.5 11.9 77.8139 282.1861 27.6079 0 0 0 0 0 0 0 0 0 0 0
5468 255 -719.309 1746.207 1778.191 -718.701 1746.176 1777.999 0.608 -0.031 -0.192 5 12.2 -0.6 -3.8 0.609 0.638 12.2 12.8 92.9188 267.0812 -17.5042 0 0 0 0 0 0 0 0 0 0 0
5469 255 -694.215 1745.177 1767.071 -692.611 1744.238 1767.069 1.604 -0.939 -0.002 5 32.1 -18.8 0 1.859 1.859 37.2 37.2 120.3452 239.6548 -0.0617 0 0 0 0 0 0 0 0 0 0 0
5470 255 -710.433 1744.658 1773.724 -709.397 1744.735 1773.512 1.036 0.077 -0.212 5 20.7 1.5 -4.2 1.039 1.06 20.8 21.2 85.7493 274.2507 -11.534 0 0 0 0 0 0 0 0 0 0 0
5471 255 -681.619 1743.951 1762.326 -680.495 1743.741 1761.822 1.124 -0.21 -0.504 5 22.5 -4.2 -10.1 1.143 1.25 22.9 25 100.5827 259.4173 -23.7865 0 0 0 0 0 0 0 0 0 0 0
5473 255 -716.138 1743.92 1776.316 -715.239 1743.817 1775.574 0.899 -0.103 -0.742 5 18 -2.1 -14.8 0.905 1.17 18.1 23.4 96.536 263.464 -39.3517 0 0 0 0 0 0 0 0 0 0 0
5474 255 -732.947 1741.442 1780.573 -731.887 1741.364 1780.054 1.06 -0.078 -0.519 5 21.2 -1.6 -10.4 1.063 1.183 21.3 23.7 94.2085 265.7915 -26.0264 0 0 0 0 0 0 0 0 0 0 0
5475 255 -721.28 1742.447 1777.748 -720.418 1742.246 1776.949 0.862 -0.201 -0.799 5 17.2 -4 -16 0.885 1.192 17.7 23.8 103.1256 256.8744 -42.0725 0 0 0 0 0 0 0 0 0 0 0
5476 255 -728.287 1741.603 1778.756 -727.246 1741.386 1778.799 1.041 -0.217 0.043 5 20.8 -4.3 0.9 1.063 1.064 21.3 21.3 101.7749 258.2251 2.3156 0 0 0 0 0 0 0 0 0 0 0
5477 255 -686.365 1742.644 1769.079 -685.568 1742.066 1764.141 0.797 -0.578 -4.938 5 15.9 -11.6 -98.8 0.985 5.035 19.7 100.7 125.9504 234.0496 -78.7244 0 0 0 0 0 0 0 0 0 0 0
5479 255 -650.433 1798.125 1760.418 -646.41 1797.263 1757.636 4.023 -0.862 -2.782 5 80.5 -17.2 -55.6 4.114 4.967 82.3 99.3 102.0938 257.9062 -34.0656 0 0 0 0 0 0 0 0 0 0 0
5480 255 -630.628 1798.104 1748.585 -626.917 1797.089 1746.381 3.711 -1.015 -2.204 5 74.2 -20.3 -44.1 3.847 4.434 76.9 88.7 105.2969 254.7031 -29.807 0 0 0 0 0 0 0 0 0 0 0
5481 255 -670.451 1797.549 1767.905 -666.177 1796.465 1765.85 4.274 -1.084 -2.055 5 85.5 -21.7 -41.1 4.409 4.865 88.2 97.3 104.2316 255.7684 -24.9882 0 0 0 0 0 0 0 0 0 0 0
5483 255 -630.037 1795.123 1748.449 -626.282 1794.076 1746.2 3.755 -1.047 -2.249 5 75.1 -20.9 -45 3.898 4.5 78 90 105.58 254.42 -29.9818 0 0 0 0 0 0 0 0 0 0 0
5484 255 -645.846 1794.568 1757.059 -641.855 1793.55 1754.573 3.991 -1.018 -2.486 5 79.8 -20.4 -49.7 4.119 4.811 82.4 96.2 104.3095 255.6905 -31.1142 0 0 0 0 0 0 0 0 0 0 0
5485 255 -677.816 1793.329 1770.141 -673.34 1791.938 1768.398 4.476 -1.391 -1.743 5 89.5 -27.8 -34.9 4.687 5.001 93.7 100 107.2636 252.7364 -20.3985 0 0 0 0 0 0 0 0 0 0 0
5486 255 -668.859 1793.507 1766.571 -664.53 1792.507 1764.471 4.329 -1 -2.1 5 86.6 -20 -42 4.443 4.914 88.9 98.3 103.0072 256.9928 -25.2979 0 0 0 0 0 0 0 0 0 0 0
5487 255 -653.155 1794.636 1761.11 -649.078 1793.817 1758.494 4.077 -0.819 -2.616 5 81.5 -16.4 -52.3 4.158 4.913 83.2 98.3 101.3586 258.6414 -32.1732 0 0 0 0 0 0 0 0 0 0 0
5488 255 -673.87 1793.39 1769.041 -669.471 1792.162 1766.597 4.399 -1.228 -2.444 5 88 -24.6 -48.9 4.567 5.18 91.3 103.6 105.5973 254.4027 -28.1522 0 0 0 0 0 0 0 0 0 0 0
5490 255 -632.51 1789.498 1750.212 -628.641 1788.477 1747.807 3.869 -1.021 -2.405 5 77.4 -20.4 -48.1 4.001 4.669 80 93.4 104.7829 255.2171 -31.0072 0 0 0 0 0 0 0 0 0 0 0
5491 255 -649.353 1788.688 1757.825 -645.264 1787.763 1755.756 4.089 -0.925 -2.069 5 81.8 -18.5 -41.4 4.192 4.675 83.8 93.5 102.7467 257.2533 -26.2673 0 0 0 0 0 0 0 0 0 0 0
5492 255 -629.582 1789.156 1748.429 -625.955 1788.127 1746.562 3.627 -1.029 -1.867 5 72.5 -20.6 -37.3 3.77 4.207 75.4 84.1 105.8389 254.1611 -26.3449 0 0 0 0 0 0 0 0 0 0 0
5494 255 -629.951 1785.836 1748.453 -626.081 1784.868 1746.722 3.87 -0.968 -1.731 5 77.4 -19.4 -34.6 3.989 4.349 79.8 87 104.0432 255.9568 -23.4569 0 0 0 0 0 0 0 0 0 0 0
5495 255 -654.791 1783.689 1759.19 -650.535 1782.606 1756.975 4.256 -1.083 -2.215 5 85.1 -21.7 -44.3 4.392 4.919 87.8 98.4 104.2767 255.7233 -26.7649 0 0 0 0 0 0 0 0 0 0 0
5498 255 -661.451 1781.279 1760.918 -657.025 1780.176 1759.278 4.426 -1.103 -1.64 5 88.5 -22.1 -32.8 4.561 4.847 91.2 96.9 103.9936 256.0064 -19.7756 0 0 0 0 0 0 0 0 0 0 0
5500 255 -625.367 1781.442 1747.012 -621.918 1780.33 1745.623 3.449 -1.112 -1.389 5 69 -22.2 -27.8 3.624 3.881 72.5 77.6 107.87 252.13 -20.9716 0 0 0 0 0 0 0 0 0 0 0
5501 255 -652.767 1778.638 1757.642 -648.543 1777.508 1755.6 4.224 -1.13 -2.042 5 84.5 -22.6 -40.8 4.373 4.826 87.5 96.5 104.977 255.023 -25.0328 0 0 0 0 0 0 0 0 0 0 0
5503 255 -642.684 1777.24 1753.689 -638.475 1776.247 1751.959 4.209 -0.993 -1.73 5 84.2 -19.9 -34.6 4.325 4.658 86.5 93.2 103.2747 256.7253 -21.8035 0 0 0 0 0 0 0 0 0 0 0
5504 255 -659.901 1775.065 1758.989 -655.417 1773.866 1757.442 4.484 -1.199 -1.547 5 89.7 -24 -30.9 4.642 4.893 92.8 97.9 104.9704 255.0296 -18.433 0 0 0 0 0 0 0 0 0 0 0
5505 255 -627.172 1773.654 1747.394 -623.565 1772.993 1745.941 3.607 -0.661 -1.453 5 72.1 -13.2 -29.1 3.667 3.944 73.3 78.9 100.3845 259.6155 -21.6149 0 0 0 0 0 0 0 0 0 0 0
5507 255 -632.154 1773.356 1748.912 -628.094 1772.688 1746.988 4.06 -0.668 -1.924 5 81.2 -13.4 -38.5 4.115 4.542 82.3 90.8 99.3433 260.6567 -25.061 0 0 0 0 0 0 0 0 0 0 0
5508 255 -639.579 1773.085 1751.869 -635.358 1772.092 1750.078 4.221 -0.993 -1.791 5 84.4 -19.9 -35.8 4.336 4.692 86.7 93.8 103.2383 256.7617 -22.4422 0 0 0 0 0 0 0 0 0 0 0
5510 255 -653.772 1772.188 1756.673 -649.55 1771.126 1754.54 4.222 -1.062 -2.133 5 84.4 -21.2 -42.7 4.354 4.848 87.1 97 104.1192 255.8808 -26.1025 0 0 0 0 0 0 0 0 0 0 0
5511 255 -635.402 1771.125 1750.057 -631.181 1770.296 1747.891 4.221 -0.829 -2.166 5 84.4 -16.6 -43.3 4.302 4.816 86 96.3 101.1114 258.8886 -26.7266 0 0 0 0 0 0 0 0 0 0 0
5521 255 -653.928 1759.963 1755.844 -649.767 1758.863 1753.277 4.161 -1.1 -2.567 5 83.2 -22 -51.3 4.304 5.011 86.1 100.2 104.8079 255.1921 -30.8131 0 0 0 0 0 0 0 0 0 0 0
5527 255 -663.419 1750.637 1755.263 -659.199 1749.856 1752.422 4.22 -0.781 -2.841 5 84.4 -15.6 -56.8 4.292 5.147 85.8 102.9 100.4852 259.5148 -33.5038 0 0 0 0 0 0 0 0 0 0 0
5528 255 -659.198 1750.436 1753.407 -655.204 1749.687 1751.643 3.994 -0.749 -1.764 5 79.9 -15 -35.3 4.064 4.43 81.3 88.6 100.6214 259.3786 -23.4654 0 0 0 0 0 0 0 0 0 0 0
5529 255 -649.737 1750.496 1751.311 -645.52 1750.02 1749.578 4.217 -0.476 -1.733 5 84.3 -9.5 -34.7 4.244 4.584 84.9 91.7 96.4401 263.5599 -22.2133 0 0 0 0 0 0 0 0 0 0 0
5532 255 -669.495 1746.521 1756.673 -665.942 1746.631 1760.993 3.553 0.11 4.32 5 71.1 2.2 86.4 3.555 5.594 71.1 111.9 88.2267 271.7733 50.5508 0 0 0 0 0 0 0 0 0 0 0
5533 255 -634.242 1745.115 1746.381 -629.849 1744.059 1743.461 4.393 -1.056 -2.92 5 87.9 -21.1 -58.4 4.518 5.38 90.4 107.6 103.5164 256.4836 -32.8739 0 0 0 0 0 0 0 0 0 0 0
5534 255 -649.864 1745.735 1750.235 -645.944 1745.369 1748.841 3.92 -0.366 -1.394 5 78.4 -7.3 -27.9 3.937 4.177 78.7 83.5 95.3341 264.6659 -19.4976 0 0 0 0 0 0 0 0 0 0 0
5535 255 -649.519 1742.26 1749.955 -645.621 1741.922 1748.932 3.898 -0.338 -1.023 5 78 -6.8 -20.5 3.913 4.044 78.3 80.9 94.9558 265.0442 -14.6526 0 0 0 0 0 0 0 0 0 0 0
5536 255 -607.947 1799.826 1738.862 -604.146 1798.843 1737.253 3.801 -0.983 -1.609 5 76 -19.7 -32.2 3.926 4.243 78.5 84.9 104.4999 255.5001 -22.2851 0 0 0 0 0 0 0 0 0 0 0
5537 255 -595.44 1798.777 1735.926 -591.608 1797.709 1734.187 3.832 -1.068 -1.739 5 76.6 -21.4 -34.8 3.978 4.342 79.6 86.8 105.5735 254.4265 -23.6125 0 0 0 0 0 0 0 0 0 0 0
5538 255 -619.525 1798.137 1741.687 -615.722 1797.184 1739.75 3.803 -0.953 -1.937 5 76.1 -19.1 -38.7 3.921 4.373 78.4 87.5 104.0681 255.9319 -26.2921 0 0 0 0 0 0 0 0 0 0 0
5539 255 -574.646 1798.232 1730.875 -570.629 1797.506 1729.341 4.017 -0.726 -1.534 5 80.3 -14.5 -30.7 4.082 4.361 81.6 87.2 100.2446 259.7554 -20.5957 0 0 0 0 0 0 0 0 0 0 0
5541 255 -605.697 1797.262 1737.314 -601.821 1796.273 1735.589 3.876 -0.989 -1.725 5 77.5 -19.8 -34.5 4 4.356 80 87.1 104.3142 255.6858 -23.3271 0 0 0 0 0 0 0 0 0 0 0
5542 255 -585.294 1796.256 1731.722 -581.277 1795.436 1730.738 4.017 -0.82 -0.984 5 80.3 -16.4 -19.7 4.1 4.216 82 84.3 101.5374 258.4626 -13.4962 0 0 0 0 0 0 0 0 0 0 0
5544 255 -582.408 1793.856 1730.345 -578.234 1793.017 1729.133 4.174 -0.839 -1.212 5 83.5 -16.8 -24.2 4.257 4.427 85.1 88.5 101.3654 258.6346 -15.8903 0 0 0 0 0 0 0 0 0 0 0
5549 255 -574.971 1790.635 1727.319 -570.939 1789.789 1726.179 4.032 -0.846 -1.14 5 80.6 -16.9 -22.8 4.12 4.275 82.4 85.5 101.85 258.15 -15.4674 0 0 0 0 0 0 0 0 0 0 0
5551 255 -601.163 1790.119 1733.599 -597.112 1789.292 1732.536 4.051 -0.827 -1.063 5 81 -16.5 -21.3 4.135 4.269 82.7 85.4 101.5382 258.4618 -14.4186 0 0 0 0 0 0 0 0 0 0 0
5563 255 -565.469 1780.991 1724.01 -561.379 1780.289 1722.371 4.09 -0.702 -1.639 5 81.8 -14 -32.8 4.15 4.462 83 89.2 99.7392 260.2608 -21.5519 0 0 0 0 0 0 0 0 0 0 0
5569 255 -605.158 1772.887 1739.964 -600.864 1772.369 1737.487 4.294 -0.518 -2.477 5 85.9 -10.4 -49.5 4.325 4.984 86.5 99.7 96.8785 263.1215 -29.7997 0 0 0 0 0 0 0 0 0 0 0
5575 255 -614.243 1761.703 1742.271 -610.314 1760.721 1740.64 3.929 -0.982 -1.631 5 78.6 -19.6 -32.6 4.05 4.366 81 87.3 104.0328 255.9672 -21.9361 0 0 0 0 0 0 0 0 0 0 0
5579 255 -580.222 1751.564 1730.32 -576.311 1750.517 1728.568 3.911 -1.047 -1.752 5 78.2 -20.9 -35 4.049 4.412 81 88.2 104.987 255.013 -23.3996 0 0 0 0 0 0 0 0 0 0 0
5586 255 -562.732 1741.064 1718.999 -564.864 1741.07 1719.827 -2.132 0.006 0.828 5 -42.6 0.1 16.6 2.132 2.287 42.6 45.7 270.1612 89.8388 21.2245 0 0 0 0 0 0 0 0 0 0 0
5592 255 -503.961 1796.208 1692.338 -501.231 1795.018 1690.61 2.73 -1.19 -1.728 5 54.6 -23.8 -34.6 2.978 3.443 59.6 68.9 113.5523 246.4477 -30.1239 0 0 0 0 0 0 0 0 0 0 0
5606 255 -508.424 1787.837 1694.718 -503.705 1786.879 1692.05 4.719 -0.958 -2.668 5 94.4 -19.2 -53.4 4.815 5.505 96.3 110.1 101.4756 258.5244 -28.9896 0 0 0 0 0 0 0 0 0 0 0
5608 255 -542.94 1783.925 1713.183 -540.709 1783.025 1718.28 2.231 -0.9 5.097 5 44.6 -18 101.9 2.406 5.636 48.1 112.7 111.9695 248.0305 64.7335 0 0 0 0 0 0 0 0 0 0 0
5610 255 -555.177 1783.475 1719.839 -551.017 1782.736 1718.347 4.16 -0.739 -1.492 5 83.2 -14.8 -29.8 4.225 4.481 84.5 89.6 100.0732 259.9268 -19.4494 0 0 0 0 0 0 0 0 0 0 0
5613 255 -559.438 1783.46 1720.938 -555.138 1782.771 1719.651 4.3 -0.689 -1.287 5 86 -13.8 -25.7 4.355 4.541 87.1 90.8 99.1033 260.8967 -16.4641 0 0 0 0 0 0 0 0 0 0 0
5617 255 -547.545 1779.675 1716.393 -544.319 1778.709 1713.815 3.226 -0.966 -2.578 5 64.5 -19.3 -51.6 3.368 4.241 67.4 84.8 106.6699 253.3301 -37.4358 0 0 0 0 0 0 0 0 0 0 0
5619 255 -534.774 1778.693 1707.114 -531.348 1777.561 1705.594 3.426 -1.132 -1.52 5 68.5 -22.6 -30.4 3.608 3.915 72.2 78.3 108.2843 251.7157 -22.844 0 0 0 0 0 0 0 0 0 0 0
5620 255 -541.976 1776.506 1711.923 -539.482 1775.177 1710.894 2.494 -1.329 -1.029 5 49.9 -26.6 -20.6 2.826 3.008 56.5 60.2 118.0522 241.9478 -20.0075 0 0 0 0 0 0 0 0 0 0 0
5621 255 -552.297 1776.429 1718.508 -548.315 1774.82 1717.784 3.982 -1.609 -0.724 5 79.6 -32.2 -14.5 4.295 4.355 85.9 87.1 112.0021 247.9979 -9.5688 0 0 0 0 0 0 0 0 0 0 0
5624 255 -532.884 1775.12 1705.891 -528.481 1773.78 1702.896 4.403 -1.34 -2.995 5 88.1 -26.8 -59.9 4.602 5.491 92 109.8 106.927 253.073 -33.054 0 0 0 0 0 0 0 0 0 0 0
5629 255 -553.582 1766.652 1720.118 -548.998 1765.399 1717.957 4.584 -1.253 -2.161 5 91.7 -25.1 -43.2 4.752 5.22 95 104.4 105.2879 254.7121 -24.4532 0 0 0 0 0 0 0 0 0 0 0
5631 255 -513.697 1766.241 1696.323 -510.481 1766.141 1690.61 3.216 -0.1 -5.713 5 64.3 -2 -114.3 3.218 6.557 64.4 131.1 91.781 268.219 -60.6118 0 0 0 0 0 0 0 0 0 0 0
5634 255 -540.157 1764.043 1711.048 -534.926 1761.704 1708.461 5.231 -2.339 -2.587 5 104.6 -46.8 -51.7 5.73 6.287 114.6 125.7 114.0914 245.9086 -24.2979 0 0 0 0 0 0 0 0 0 0 0
5636 255 -552.287 1763.676 1719.469 -547.146 1762.652 1717.631 5.141 -1.024 -1.838 5 102.8 -20.5 -36.8 5.242 5.555 104.8 111.1 101.2649 258.7351 -19.3222 0 0 0 0 0 0 0 0 0 0 0
5637 255 -545.973 1763.319 1715.911 -540.698 1760.792 1712.413 5.275 -2.527 -3.498 5 105.5 -50.5 -70 5.849 6.815 117 136.3 115.5969 244.4031 -30.8814 0 0 0 0 0 0 0 0 0 0 0
5641 255 -557.918 1759.061 1721.834 -553.724 1757.085 1721.36 4.194 -1.976 -0.474 5 83.9 -39.5 -9.5 4.636 4.66 92.7 93.2 115.2274 244.7726 -5.8376 0 0 0 0 0 0 0 0 0 0 0
5646 255 -536.977 1753.155 1709.819 -534.258 1749.973 1708.293 2.719 -3.182 -1.526 5 54.4 -63.6 -30.5 4.185 4.455 83.7 89.1 139.4863 220.5137 -20.0316 0 0 0 0 0 0 0 0 0 0 0
5647 255 -523.933 1753.169 1702.876 -519.306 1751.086 1699.676 4.627 -2.083 -3.2 5 92.5 -41.7 -64 5.074 5.999 101.5 120 114.2365 245.7635 -32.237 0 0 0 0 0 0 0 0 0 0 0
5651 255 -505.909 1750.96 1692.438 -505.857 1750.251 1691.365 0.052 -0.709 -1.073 5 1 -14.2 -21.5 0.711 1.287 14.2 25.7 175.8053 184.1947 -56.474 0 0 0 0 0 0 0 0 0 0 0
5655 255 -515.064 1748.827 1698.558 -514.411 1747.336 1698.125 0.653 -1.491 -0.433 5 13.1 -29.8 -8.7 1.628 1.684 32.6 33.7 156.3485 203.6515 -14.8966 0 0 0 0 0 0 0 0 0 0 0
5657 255 -546.11 1747.28 1713.119 -543.067 1746.9 1712.12 3.043 -0.38 -0.999 5 60.9 -7.6 -20 3.067 3.225 61.3 64.5 97.1181 262.8819 -18.0438 0 0 0 0 0 0 0 0 0 0 0
5666 255 -498.151 1799.874 1690.701 -495.314 1798.683 1687.066 2.837 -1.191 -3.635 5 56.7 -23.8 -72.7 3.077 4.762 61.5 95.2 112.7731 247.2269 -49.7536 0 0 0 0 0 0 0 0 0 0 0
5667 255 -452.054 1800.561 1675.947 -451.709 1800.413 1676.482 0.345 -0.148 0.535 5 6.9 -3 10.7 0.375 0.654 7.5 13.1 113.2186 246.7814 54.943 0 0 0 0 0 0 0 0 0 0 0
5668 255 -483.626 1799.419 1685.337 -482.828 1799.538 1685.662 0.798 0.119 0.325 5 16 2.4 6.5 0.807 0.87 16.1 17.4 81.5184 278.4816 21.9403 0 0 0 0 0 0 0 0 0 0 0
5669 255 -456.826 1799.3 1676.827 -456.667 1799.382 1676.856 0.159 0.082 0.029 5 3.2 1.6 0.6 0.179 0.181 3.6 3.6 62.7188 297.2812 9.2077 0 0 0 0 0 0 0 0 0 0 0
5672 255 -446.577 1796.153 1674.92 -445.072 1796.31 1674.894 1.505 0.157 -0.026 5 30.1 3.1 -0.5 1.513 1.513 30.3 30.3 84.0445 275.9555 -0.9844 0 0 0 0 0 0 0 0 0 0 0
5675 255 -468.644 1794.432 1680.176 -465.88 1793.376 1678.179 2.764 -1.056 -1.997 5 55.3 -21.1 -39.9 2.959 3.57 59.2 71.4 110.9096 249.0904 -34.0163 0 0 0 0 0 0 0 0 0 0 0
5677 255 -463.387 1792.217 1677.756 -461.879 1792.096 1675.825 1.508 -0.121 -1.931 5 30.2 -2.4 -38.6 1.513 2.453 30.3 49.1 94.5875 265.4125 -51.923 0 0 0 0 0 0 0 0 0 0 0
5681 255 -462.815 1788.244 1676.266 -461.121 1787.612 1665.722 1.694 -0.632 -10.544 5 33.9 -12.6 -210.9 1.808 10.698 36.2 214 110.4596 249.5404 -80.2697 0 0 0 0 0 0 0 0 0 0 0
5683 255 -447.112 1786.121 1672.066 -446.32 1785.864 1672.645 0.792 -0.257 0.579 5 15.8 -5.1 11.6 0.833 1.014 16.7 20.3 107.978 252.022 34.8135 0 0 0 0 0 0 0 0 0 0 0
5685 255 -462.392 1783.743 1675 -460.173 1782.608 1674.34 2.219 -1.135 -0.66 5 44.4 -22.7 -13.2 2.492 2.578 49.8 51.6 117.0894 242.9106 -14.8316 0 0 0 0 0 0 0 0 0 0 0
5686 255 -440.619 1782.315 1669.399 -439.373 1781.721 1668.233 1.246 -0.594 -1.166 5 24.9 -11.9 -23.3 1.38 1.807 27.6 36.1 115.4883 244.5117 -40.1883 0 0 0 0 0 0 0 0 0 0 0
