Punkt_ID PCode X1[m] Y1[m] Z1[m] X2[m] Y2[m] Z2[m] dX[m] dY[m] dZ[m] dT[a] dX/T[cm] dY/T[cm] dZ/T[cm] dS_2D[m] dS_3D[m] dS_2D/T[cm] dS_3D/T[cm] Azimut[°] SurfAzimut[°] Slope[°] mX_1[cm] mY_1[cm] mZ_1[cm] mX_2[cm] mY_2[cm] mZ_2[cm] mP_1[cm] mP_2[cm] mS_2D[cm] mS_3D[cm] DelFlag
1104 255 -800.146 2020.34 1911.786 -799.948 2020.427 1911.883 0.198 0.087 0.097 5 4 1.7 1.9 0.216 0.237 4.3 4.7 66.2796 293.7204 24.1568 0 0 0 0 0 0 0 0 0 0 0
1105 255 -853.759 2020.194 1942.272 -853.792 2020.453 1941.565 -0.033 0.259 -0.707 5 -0.7 5.2 -14.1 0.261 0.754 5.2 15.1 352.7389 7.2611 -69.7309 0 0 0 0 0 0 0 0 0 0 0
1106 255 -839.123 2020.739 1932.974 -839.042 2021.136 1933.01 0.081 0.397 0.036 5 1.6 7.9 0.7 0.405 0.407 8.1 8.1 11.5318 348.4682 5.0774 0 0 0 0 0 0 0 0 0 0 0
1107 255 -843.886 2020.135 1936.12 -843.821 2020.526 1935.596 0.065 0.391 -0.524 5 1.3 7.8 -10.5 0.396 0.657 7.9 13.1 9.4386 350.5614 -52.8953 0 0 0 0 0 0 0 0 0 0 0
1108 255 -858.543 2018.654 1935.76 -858.434 2019.043 1936.179 0.109 0.389 0.419 5 2.2 7.8 8.4 0.404 0.582 8.1 11.6 15.6532 344.3468 46.0454 0 0 0 0 0 0 0 0 0 0 0
1109 255 -822.453 2017.075 1921.653 -822.081 2017.152 1920.726 0.372 0.077 -0.927 5 7.4 1.5 -18.5 0.38 1.002 7.6 20 78.3055 281.6945 -67.7161 0 0 0 0 0 0 0 0 0 0 0
1110 255 -858.585 2015.908 1933.343 -858.335 2016.076 1933.95 0.25 0.168 0.607 5 5 3.4 12.1 0.301 0.678 6 13.6 56.0989 303.9011 63.6086 0 0 0 0 0 0 0 0 0 0 0
1111 255 -841.083 2015.013 1931.619 -841.098 2015.281 1930.84 -0.015 0.268 -0.779 5 -0.3 5.4 -15.6 0.268 0.824 5.4 16.5 356.7965 3.2035 -70.9876 0 0 0 0 0 0 0 0 0 0 0
1112 255 -826.697 2015.252 1923.933 -826.422 2015.452 1923.539 0.275 0.2 -0.394 5 5.5 4 -7.9 0.34 0.52 6.8 10.4 53.9726 306.0274 -49.2046 0 0 0 0 0 0 0 0 0 0 0
1113 255 -816.103 2014.165 1917.395 -815.682 2014.403 1916.644 0.421 0.238 -0.751 5 8.4 4.8 -15 0.484 0.893 9.7 17.9 60.5196 299.4804 -57.2199 0 0 0 0 0 0 0 0 0 0 0
1114 255 -820.322 2013.613 1919.872 -819.934 2013.8 1918.821 0.388 0.187 -1.051 5 7.8 3.7 -21 0.431 1.136 8.6 22.7 64.2679 295.7321 -67.7156 0 0 0 0 0 0 0 0 0 0 0
1115 255 -845.204 2012.435 1932.373 -845.199 2012.741 1932.209 0.005 0.306 -0.164 5 0.1 6.1 -3.3 0.306 0.347 6.1 6.9 0.9361 359.0639 -28.1858 0 0 0 0 0 0 0 0 0 0 0
1116 255 -839.933 2012.018 1929.024 -839.921 2012.274 1928.443 0.012 0.256 -0.581 5 0.2 5.1 -11.6 0.256 0.635 5.1 12.7 2.6838 357.3162 -66.1976 0 0 0 0 0 0 0 0 0 0 0
1117 255 -858.953 2010.775 1929.536 -858.9 2011.55 1930.272 0.053 0.775 0.736 5 1.1 15.5 14.7 0.777 1.07 15.5 21.4 3.9122 356.0878 43.4547 0 0 0 0 0 0 0 0 0 0 0
1118 255 -831.124 2011.136 1925.033 -831.004 2011.379 1924.569 0.12 0.243 -0.464 5 2.4 4.9 -9.3 0.271 0.537 5.4 10.7 26.2814 333.7186 -59.7115 0 0 0 0 0 0 0 0 0 0 0
1119 255 -813.337 2011.098 1914.298 -812.986 2011.295 1914.226 0.351 0.197 -0.072 5 7 3.9 -1.4 0.403 0.409 8.1 8.2 60.6965 299.3035 -10.1418 0 0 0 0 0 0 0 0 0 0 0
1120 255 -807.847 2009.017 1910.716 -807.61 2009.193 1910.183 0.237 0.176 -0.533 5 4.7 3.5 -10.7 0.295 0.609 5.9 12.2 53.4018 306.5982 -61.02 0 0 0 0 0 0 0 0 0 0 0
1121 255 -844.016 2008.842 1929.443 -844.044 2009.176 1929.333 -0.028 0.334 -0.11 5 -0.6 6.7 -2.2 0.335 0.353 6.7 7.1 355.208 4.792 -18.1693 0 0 0 0 0 0 0 0 0 0 0
1122 255 -834.596 2005.995 1922.973 -834.514 2006.307 1922.498 0.082 0.312 -0.475 5 1.6 6.2 -9.5 0.323 0.574 6.5 11.5 14.7255 345.2745 -55.8177 0 0 0 0 0 0 0 0 0 0 0
1123 255 -828.493 2006.875 1922.032 -828.416 2007.181 1920.644 0.077 0.306 -1.388 5 1.5 6.1 -27.8 0.316 1.423 6.3 28.5 14.1243 345.8757 -77.1924 0 0 0 0 0 0 0 0 0 0 0
1124 255 -856.107 2005.581 1927.705 -856.036 2005.715 1928.063 0.071 0.134 0.358 5 1.4 2.7 7.2 0.152 0.389 3 7.8 27.9169 332.0831 67.0426 0 0 0 0 0 0 0 0 0 0 0
1125 255 -838.322 2002.486 1922.368 -838.27 2002.675 1922.125 0.052 0.189 -0.243 5 1 3.8 -4.9 0.196 0.312 3.9 6.2 15.3833 344.6167 -51.1076 0 0 0 0 0 0 0 0 0 0 0
1126 255 -803.573 2003.714 1906.002 -803.332 2003.822 1905.409 0.241 0.108 -0.593 5 4.8 2.2 -11.9 0.264 0.649 5.3 13 65.8613 294.1387 -65.9942 0 0 0 0 0 0 0 0 0 0 0
1127 255 -858.371 2002.713 1924.971 -858.093 2003.058 1925.781 0.278 0.345 0.81 5 5.6 6.9 16.2 0.443 0.923 8.9 18.5 38.8618 321.1382 61.3215 0 0 0 0 0 0 0 0 0 0 0
1128 255 -849.222 2000.447 1926.401 -849.271 2001.039 1926.456 -0.049 0.592 0.055 5 -1 11.8 1.1 0.594 0.597 11.9 11.9 355.2684 4.7316 5.2899 0 0 0 0 0 0 0 0 0 0 0
1129 255 -825.903 2001.386 1915.035 -825.818 2001.732 1915.37 0.085 0.346 0.335 5 1.7 6.9 6.7 0.356 0.489 7.1 9.8 13.8022 346.1978 43.2362 0 0 0 0 0 0 0 0 0 0 0
1130 255 -800.782 2000.819 1903.67 -800.53 2000.914 1902.81 0.252 0.095 -0.86 5 5 1.9 -17.2 0.269 0.901 5.4 18 69.3444 290.6556 -72.6119 0 0 0 0 0 0 0 0 0 0 0
1131 255 -826.232 1997.879 1912.607 -826.151 1998.338 1913.105 0.081 0.459 0.498 5 1.6 9.2 10 0.466 0.682 9.3 13.6 10.008 349.992 46.8956 0 0 0 0 0 0 0 0 0 0 0
1132 255 -809.056 1997.259 1907.736 -808.904 1997.493 1906.95 0.152 0.234 -0.786 5 3 4.7 -15.7 0.279 0.834 5.6 16.7 33.0067 326.9933 -70.4549 0 0 0 0 0 0 0 0 0 0 0
1133 255 -804.81 1996.655 1904.434 -804.662 1996.811 1903.975 0.148 0.156 -0.459 5 3 3.1 -9.2 0.215 0.507 4.3 10.1 43.4926 316.5074 -64.8976 0 0 0 0 0 0 0 0 0 0 0
1134 255 -801.313 1996.24 1901.953 -801.125 1996.355 1901.06 0.188 0.115 -0.893 5 3.8 2.3 -17.9 0.22 0.92 4.4 18.4 58.5458 301.4542 -76.137 0 0 0 0 0 0 0 0 0 0 0
1136 255 -821.332 1995.961 1909.497 -821.189 1996.418 1910.216 0.143 0.457 0.719 5 2.9 9.1 14.4 0.479 0.864 9.6 17.3 17.3754 342.6246 56.3366 0 0 0 0 0 0 0 0 0 0 0
1137 255 -857.919 1992.209 1918.77 -857.45 1991.973 1919.029 0.469 -0.236 0.259 5 9.4 -4.7 5.2 0.525 0.585 10.5 11.7 116.7115 243.2885 26.2573 0 0 0 0 0 0 0 0 0 0 0
1138 255 -817.096 1993.24 1907.324 -817.068 1993.678 1907.674 0.028 0.438 0.35 5 0.6 8.8 7 0.439 0.561 8.8 11.2 3.6578 356.3422 38.5709 0 0 0 0 0 0 0 0 0 0 0
1139 255 -835.06 1992.27 1915.241 -835.272 1992.338 1912.358 -0.212 0.068 -2.883 5 -4.2 1.4 -57.7 0.223 2.892 4.5 57.8 287.7839 72.2161 -85.5841 0 0 0 0 0 0 0 0 0 0 0
1140 255 -847.681 1990.989 1918.567 -847.323 1991.071 1918.461 0.358 0.082 -0.106 5 7.2 1.6 -2.1 0.367 0.382 7.3 7.6 77.0989 282.9011 -16.0989 0 0 0 0 0 0 0 0 0 0 0
1141 255 -806.449 1989.716 1902.176 -806.274 1990.157 1902.937 0.175 0.441 0.761 5 3.5 8.8 15.2 0.474 0.897 9.5 17.9 21.6444 338.3556 58.0581 0 0 0 0 0 0 0 0 0 0 0
1142 255 -827.012 1989.792 1907.362 -826.953 1990.334 1906.541 0.059 0.542 -0.821 5 1.2 10.8 -16.4 0.545 0.986 10.9 19.7 6.2125 353.7875 -56.413 0 0 0 0 0 0 0 0 0 0 0
1143 255 -857.623 1988.578 1916.77 -857.021 1988.235 1916.812 0.602 -0.343 0.042 5 12 -6.9 0.8 0.693 0.694 13.9 13.9 119.6731 240.3269 3.4689 0 0 0 0 0 0 0 0 0 0 0
1144 255 -839.59 1988.457 1912.608 -839.524 1988.755 1911.605 0.066 0.298 -1.003 5 1.3 6 -20.1 0.305 1.048 6.1 21 12.4881 347.5119 -73.0746 0 0 0 0 0 0 0 0 0 0 0
1145 255 -801.525 1986.146 1898.556 -801.409 1986.335 1898.024 0.116 0.189 -0.532 5 2.3 3.8 -10.6 0.222 0.576 4.4 11.5 31.5398 328.4602 -67.3717 0 0 0 0 0 0 0 0 0 0 0
1146 255 -811.061 1986.73 1901.496 -811.074 1987.12 1900.798 -0.013 0.39 -0.698 5 -0.3 7.8 -14 0.39 0.8 7.8 16 358.0908 1.9092 -60.7926 0 0 0 0 0 0 0 0 0 0 0
1147 255 -844.132 1983.111 1910.841 -843.475 1983.178 1909.728 0.657 0.067 -1.113 5 13.1 1.3 -22.3 0.66 1.294 13.2 25.9 84.1772 275.8228 -59.3169 0 0 0 0 0 0 0 0 0 0 0
1149 255 -835.683 1983.585 1905.656 -835.314 1983.694 1904.935 0.369 0.109 -0.721 5 7.4 2.2 -14.4 0.385 0.817 7.7 16.3 73.5432 286.4568 -61.9134 0 0 0 0 0 0 0 0 0 0 0
1150 255 -825.604 1983.607 1902.065 -825.301 1984.078 1902.021 0.303 0.471 -0.044 5 6.1 9.4 -0.9 0.56 0.562 11.2 11.2 32.7537 327.2463 -4.4922 0 0 0 0 0 0 0 0 0 0 0
1151 255 -819.655 1982.923 1900.389 -819.503 1983.367 1900.173 0.152 0.444 -0.216 5 3 8.9 -4.3 0.469 0.517 9.4 10.3 18.8982 341.1018 -24.7148 0 0 0 0 0 0 0 0 0 0 0
1152 255 -811.371 1982.738 1898.311 -811.355 1983.125 1897.87 0.016 0.387 -0.441 5 0.3 7.7 -8.8 0.387 0.587 7.7 11.7 2.3675 357.6325 -48.7071 0 0 0 0 0 0 0 0 0 0 0
1154 255 -807.429 1981.046 1896.512 -807.348 1981.294 1895.958 0.081 0.248 -0.554 5 1.6 5 -11.1 0.261 0.612 5.2 12.2 18.0877 341.9123 -64.7831 0 0 0 0 0 0 0 0 0 0 0
1155 255 -783.02 2039.303 1927.258 -783.321 2039.404 1924.804 -0.301 0.101 -2.454 5 -6 2 -49.1 0.317 2.474 6.3 49.5 288.5491 71.4509 -82.6281 0 0 0 0 0 0 0 0 0 0 0
1156 255 -792.389 2038.014 1924.601 -792.63 2038.588 1923.855 -0.241 0.574 -0.746 5 -4.8 11.5 -14.9 0.623 0.972 12.5 19.4 337.2244 22.7756 -50.1548 0 0 0 0 0 0 0 0 0 0 0
1157 255 -773.815 2038.574 1925.457 -773.846 2038.525 1923.051 -0.031 -0.049 -2.406 5 -0.6 -1 -48.1 0.058 2.407 1.2 48.1 212.3196 147.6804 -88.6195 0 0 0 0 0 0 0 0 0 0 0
1158 255 -795.325 2036.194 1922.93 -795.435 2036.838 1923.042 -0.11 0.644 0.112 5 -2.2 12.9 2.2 0.653 0.663 13.1 13.3 350.307 9.693 9.7277 0 0 0 0 0 0 0 0 0 0 0
1159 255 -750.479 2035.372 1916.903 -750.474 2035.874 1917.45 0.005 0.502 0.547 5 0.1 10 10.9 0.502 0.742 10 14.8 0.5707 359.4293 47.455 0 0 0 0 0 0 0 0 0 0 0
1160 0 -743.609 2033.756 1915.702 -742.82 2034.552 1921.305 0.789 0.796 5.603 5 15.8 15.9 112.1 1.121 5.714 22.4 114.3 44.747 315.253 78.6883 0 0 0 0 0 0 0 0 0 0 0
1161 255 -776.574 2033.826 1918.698 -776.654 2034.075 1917.668 -0.08 0.249 -1.03 5 -1.6 5 -20.6 0.262 1.063 5.2 21.3 342.1886 17.8114 -75.7527 0 0 0 0 0 0 0 0 0 0 0
1162 255 -756.992 2033.469 1916.575 -756.829 2033.743 1916.39 0.163 0.274 -0.185 5 3.3 5.5 -3.7 0.319 0.369 6.4 7.4 30.748 329.252 -30.1252 0 0 0 0 0 0 0 0 0 0 0
1163 255 -785.902 2032.471 1919.437 -785.922 2032.784 1919.234 -0.02 0.313 -0.203 5 -0.4 6.3 -4.1 0.314 0.374 6.3 7.5 356.3439 3.6561 -32.9127 0 0 0 0 0 0 0 0 0 0 0
1164 255 -762.344 2031.358 1915.958 -762.207 2031.609 1915.977 0.137 0.251 0.019 5 2.7 5 0.4 0.286 0.287 5.7 5.7 28.6265 331.3735 3.8014 0 0 0 0 0 0 0 0 0 0 0
1165 255 -798.97 2030.311 1918.25 -798.861 2030.66 1918.24 0.109 0.349 -0.01 5 2.2 7 -0.2 0.366 0.366 7.3 7.3 17.3447 342.6553 -1.5667 0 0 0 0 0 0 0 0 0 0 0
1166 255 -767.663 2031.416 1915.587 -767.715 2031.699 1915.398 -0.052 0.283 -0.189 5 -1 5.7 -3.8 0.288 0.344 5.8 6.9 349.5883 10.4117 -33.2988 0 0 0 0 0 0 0 0 0 0 0
1167 255 -779.93 2029.549 1914.127 -779.887 2030.076 1914.73 0.043 0.527 0.603 5 0.9 10.5 12.1 0.529 0.802 10.6 16 4.6647 355.3353 48.7535 0 0 0 0 0 0 0 0 0 0 0
1168 255 -772.921 2027.29 1911.533 -772.923 2027.626 1911.202 -0.002 0.336 -0.331 5 0 6.7 -6.6 0.336 0.472 6.7 9.4 359.659 0.341 -44.57 0 0 0 0 0 0 0 0 0 0 0
1169 255 -746.674 2026.559 1907.327 -745.808 2027.388 1913.869 0.866 0.829 6.542 5 17.3 16.6 130.8 1.199 6.651 24 133 46.2505 313.7495 79.6157 0 0 0 0 0 0 0 0 0 0 0
1170 255 -791.505 2026.095 1911.886 -791.63 2026.806 1912.656 -0.125 0.711 0.77 5 -2.5 14.2 15.4 0.722 1.055 14.4 21.1 350.0288 9.9712 46.8464 0 0 0 0 0 0 0 0 0 0 0
1171 255 -757.312 2026.709 1911.493 -757.28 2026.991 1911.333 0.032 0.282 -0.16 5 0.6 5.6 -3.2 0.284 0.326 5.7 6.5 6.474 353.526 -29.4125 0 0 0 0 0 0 0 0 0 0 0
1172 255 -768.627 2024.41 1910.635 -768.639 2024.681 1910.038 -0.012 0.271 -0.597 5 -0.2 5.4 -11.9 0.271 0.656 5.4 13.1 357.4646 2.5354 -65.5638 0 0 0 0 0 0 0 0 0 0 0
1173 255 -751.921 2024.291 1907.831 -751.905 2024.657 1908.278 0.016 0.366 0.447 5 0.3 7.3 8.9 0.366 0.578 7.3 11.6 2.5031 357.4969 50.6628 0 0 0 0 0 0 0 0 0 0 0
1174 255 -761.98 2021.84 1910.641 -762.076 2022.211 1910.61 -0.096 0.371 -0.031 5 -1.9 7.4 -0.6 0.383 0.384 7.7 7.7 345.4923 14.5077 -4.6248 0 0 0 0 0 0 0 0 0 0 0
1175 255 -743.623 2022.009 1903.181 -743.127 2022.476 1906.315 0.496 0.467 3.134 5 9.9 9.3 62.7 0.681 3.207 13.6 64.1 46.7249 313.2751 77.7361 0 0 0 0 0 0 0 0 0 0 0
1176 255 -776.069 2021.318 1908.89 -776.15 2021.856 1907.836 -0.081 0.538 -1.054 5 -1.6 10.8 -21.1 0.544 1.186 10.9 23.7 351.438 8.562 -62.6977 0 0 0 0 0 0 0 0 0 0 0
1177 255 -750.612 2021.626 1905.475 -750.59 2021.943 1905.918 0.022 0.317 0.443 5 0.4 6.3 8.9 0.318 0.545 6.4 10.9 3.97 356.03 54.3482 0 0 0 0 0 0 0 0 0 0 0
1178 255 -782.391 2021.551 1908.117 -782.517 2022.384 1907.84 -0.126 0.833 -0.277 5 -2.5 16.7 -5.5 0.842 0.887 16.8 17.7 351.3986 8.6014 -18.2005 0 0 0 0 0 0 0 0 0 0 0
1179 255 -740.253 2020.33 1902.514 -739.471 2020.882 1907.442 0.782 0.552 4.928 5 15.6 11 98.6 0.957 5.02 19.1 100.4 54.7824 305.2176 79.0079 0 0 0 0 0 0 0 0 0 0 0
1180 255 -763.852 2017.331 1910.175 -763.805 2017.448 1909.843 0.047 0.117 -0.332 5 0.9 2.3 -6.6 0.126 0.355 2.5 7.1 21.8858 338.1142 -69.2042 0 0 0 0 0 0 0 0 0 0 0
1181 255 -749.624 2017.689 1901.896 -749.692 2018.009 1902.32 -0.068 0.32 0.424 5 -1.4 6.4 8.5 0.327 0.536 6.5 10.7 348.0031 11.9969 52.3473 0 0 0 0 0 0 0 0 0 0 0
1182 255 -797.509 2017.125 1908.7 -797.162 2017.264 1908.749 0.347 0.139 0.049 5 6.9 2.8 1 0.374 0.377 7.5 7.5 68.1701 291.8299 7.468 0 0 0 0 0 0 0 0 0 0 0
1183 255 -758.804 2015.962 1906.208 -758.841 2016.244 1906.753 -0.037 0.282 0.545 5 -0.7 5.6 10.9 0.284 0.615 5.7 12.3 352.5252 7.4748 62.4415 0 0 0 0 0 0 0 0 0 0 0
1184 255 -792.716 2012.398 1904.78 -792.355 2012.643 1904.571 0.361 0.245 -0.209 5 7.2 4.9 -4.2 0.436 0.484 8.7 9.7 55.8364 304.1636 -25.5964 0 0 0 0 0 0 0 0 0 0 0
1185 255 -777.192 2012.146 1903.704 -777.4 2012.73 1902.301 -0.208 0.584 -1.403 5 -4.2 11.7 -28.1 0.62 1.534 12.4 30.7 340.3959 19.6041 -66.1611 0 0 0 0 0 0 0 0 0 0 0
1186 255 -758.469 2011.784 1903.966 -758.51 2012.189 1904.835 -0.041 0.405 0.869 5 -0.8 8.1 17.4 0.407 0.96 8.1 19.2 354.2194 5.7806 64.9 0 0 0 0 0 0 0 0 0 0 0
1187 255 -742.493 2012.078 1897.484 -742.557 2012.211 1897.304 -0.064 0.133 -0.18 5 -1.3 2.7 -3.6 0.148 0.233 3 4.7 334.303 25.697 -50.6487 0 0 0 0 0 0 0 0 0 0 0
1188 255 -752.735 2012.56 1900.856 -752.781 2012.776 1900.851 -0.046 0.216 -0.005 5 -0.9 4.3 -0.1 0.221 0.221 4.4 4.4 347.9777 12.0223 -1.297 0 0 0 0 0 0 0 0 0 0 0
1189 255 -754.624 2008.066 1901.21 -754.685 2008.173 1900.232 -0.061 0.107 -0.978 5 -1.2 2.1 -19.6 0.123 0.986 2.5 19.7 330.3128 29.6872 -82.8221 0 0 0 0 0 0 0 0 0 0 0
1190 255 -771.084 2006.591 1900.128 -771.117 2007.287 1900.483 -0.033 0.696 0.355 5 -0.7 13.9 7.1 0.697 0.782 13.9 15.6 357.2854 2.7146 26.9982 0 0 0 0 0 0 0 0 0 0 0
1191 255 -791.305 2004.884 1900.555 -791.024 2005.283 1900.951 0.281 0.399 0.396 5 5.6 8 7.9 0.488 0.628 9.8 12.6 35.1555 324.8445 39.0574 0 0 0 0 0 0 0 0 0 0 0
1192 255 -764.268 2004.863 1901.042 -764.262 2005.139 1901.312 0.006 0.276 0.27 5 0.1 5.5 5.4 0.276 0.386 5.5 7.7 1.2454 358.7546 44.3636 0 0 0 0 0 0 0 0 0 0 0
1193 255 -776.123 2003.747 1898.156 -776.251 2004.245 1897.04 -0.128 0.498 -1.116 5 -2.6 10 -22.3 0.514 1.229 10.3 24.6 345.5854 14.4146 -65.2625 0 0 0 0 0 0 0 0 0 0 0
1194 255 -770.776 2003.519 1897.961 -770.764 2004.059 1897.765 0.012 0.54 -0.196 5 0.2 10.8 -3.9 0.54 0.575 10.8 11.5 1.273 358.727 -19.9445 0 0 0 0 0 0 0 0 0 0 0
1195 255 -778.839 2001.836 1896.871 -778.945 2002.335 1896.13 -0.106 0.499 -0.741 5 -2.1 10 -14.8 0.51 0.9 10.2 18 348.0072 11.9928 -55.4549 0 0 0 0 0 0 0 0 0 0 0
1196 255 -743.802 2002.541 1891.808 -743.962 2002.906 1890.997 -0.16 0.365 -0.811 5 -3.2 7.3 -16.2 0.399 0.904 8 18.1 336.3295 23.6705 -63.8303 0 0 0 0 0 0 0 0 0 0 0
1197 255 -762.109 2001.732 1897.243 -762.179 2002.127 1897.31 -0.07 0.395 0.067 5 -1.4 7.9 1.3 0.401 0.407 8 8.1 349.9507 10.0493 9.4819 0 0 0 0 0 0 0 0 0 0 0
1198 255 -795.884 2000.997 1900.964 -795.544 2001.081 1900.646 0.34 0.084 -0.318 5 6.8 1.7 -6.4 0.35 0.473 7 9.5 76.1225 283.8775 -42.2392 0 0 0 0 0 0 0 0 0 0 0
1199 255 -752.95 2000.592 1893.724 -753.19 2000.826 1892.764 -0.24 0.234 -0.96 5 -4.8 4.7 -19.2 0.335 1.017 6.7 20.3 314.2748 45.7252 -70.7527 0 0 0 0 0 0 0 0 0 0 0
1200 255 -772.142 1997.88 1893.895 -772.044 1998.311 1893.894 0.098 0.431 -0.001 5 2 8.6 0 0.442 0.442 8.8 8.8 12.81 347.19 -0.1296 0 0 0 0 0 0 0 0 0 0 0
1201 255 -765.847 1997.409 1894.466 -765.73 1997.942 1895.615 0.117 0.533 1.149 5 2.3 10.7 23 0.546 1.272 10.9 25.4 12.3808 347.6192 64.5957 0 0 0 0 0 0 0 0 0 0 0
1202 255 -780.429 1996.305 1893.902 -780.059 1996.494 1893.839 0.37 0.189 -0.063 5 7.4 3.8 -1.3 0.415 0.42 8.3 8.4 62.9416 297.0584 -8.6222 0 0 0 0 0 0 0 0 0 0 0
1203 255 -749.691 1995.215 1891.013 -750.275 1995.142 1887.936 -0.584 -0.073 -3.077 5 -11.7 -1.5 -61.5 0.589 3.133 11.8 62.7 262.875 97.125 -79.1717 0 0 0 0 0 0 0 0 0 0 0
1204 255 -745.452 1995.602 1889.348 -745.603 1995.711 1887.728 -0.151 0.109 -1.62 5 -3 2.2 -32.4 0.186 1.631 3.7 32.6 305.8238 54.1762 -83.4422 0 0 0 0 0 0 0 0 0 0 0
1205 255 -753.764 1993.203 1889.913 -754.258 1993.126 1888.068 -0.494 -0.077 -1.845 5 -9.9 -1.5 -36.9 0.5 1.912 10 38.2 261.1406 98.8594 -74.8379 0 0 0 0 0 0 0 0 0 0 0
1206 255 -780.397 1992.535 1892.092 -780.063 1992.718 1892.3 0.334 0.183 0.208 5 6.7 3.7 4.2 0.381 0.434 7.6 8.7 61.2815 298.7185 28.6412 0 0 0 0 0 0 0 0 0 0 0
1207 255 -769.465 1991.438 1889.437 -769.289 1991.809 1889.274 0.176 0.371 -0.163 5 3.5 7.4 -3.3 0.411 0.442 8.2 8.8 25.3794 334.6206 -21.6507 0 0 0 0 0 0 0 0 0 0 0
1208 255 -764.761 1991.239 1889.088 -764.745 1991.564 1889.571 0.016 0.325 0.483 5 0.3 6.5 9.7 0.325 0.582 6.5 11.6 2.8184 357.1816 56.0321 0 0 0 0 0 0 0 0 0 0 0
1210 255 -763.718 1987.943 1885.958 -763.692 1988.156 1886.614 0.026 0.213 0.656 5 0.5 4.3 13.1 0.215 0.69 4.3 13.8 6.9594 353.0406 71.8868 0 0 0 0 0 0 0 0 0 0 0
1211 255 -783 1986.511 1889.773 -782.694 1986.73 1889.566 0.306 0.219 -0.207 5 6.1 4.4 -4.1 0.376 0.429 7.5 8.6 54.4092 305.5908 -28.8153 0 0 0 0 0 0 0 0 0 0 0
1212 255 -773.199 1987.703 1887.428 -773.019 1987.978 1887.088 0.18 0.275 -0.34 5 3.6 5.5 -6.8 0.329 0.473 6.6 9.5 33.2066 326.7934 -45.9706 0 0 0 0 0 0 0 0 0 0 0
1213 255 -743.387 1984.276 1881.836 -743.826 1984.461 1880.571 -0.439 0.185 -1.265 5 -8.8 3.7 -25.3 0.476 1.352 9.5 27 292.8512 67.1488 -69.364 0 0 0 0 0 0 0 0 0 0 0
1214 255 -788.916 1982.533 1890.338 -788.721 1982.803 1890.29 0.195 0.27 -0.048 5 3.9 5.4 -1 0.333 0.336 6.7 6.7 35.8377 324.1623 -8.201 0 0 0 0 0 0 0 0 0 0 0
1215 255 -763.556 1983.469 1883.163 -763.401 1983.659 1882.859 0.155 0.19 -0.304 5 3.1 3.8 -6.1 0.245 0.391 4.9 7.8 39.2072 320.7928 -51.1106 0 0 0 0 0 0 0 0 0 0 0
1216 255 -756.803 1982.864 1882.044 -756.937 1983.073 1881.792 -0.134 0.209 -0.252 5 -2.7 4.2 -5 0.248 0.354 5 7.1 327.3341 32.6659 -45.4274 0 0 0 0 0 0 0 0 0 0 0
1217 255 -798.309 1982.467 1895.102 -798.154 1982.684 1895.109 0.155 0.217 0.007 5 3.1 4.3 0.1 0.267 0.267 5.3 5.3 35.5377 324.4623 1.5036 0 0 0 0 0 0 0 0 0 0 0
1218 255 -749.565 1980.988 1880.677 -750.078 1981.014 1879.283 -0.513 0.026 -1.394 5 -10.3 0.5 -27.9 0.514 1.486 10.3 29.7 272.9014 87.0986 -69.7723 0 0 0 0 0 0 0 0 0 0 0
1219 255 -781.346 1981 1886.959 -781.114 1981.308 1886.236 0.232 0.308 -0.723 5 4.6 6.2 -14.5 0.386 0.819 7.7 16.4 36.9888 323.0112 -61.9275 0 0 0 0 0 0 0 0 0 0 0
1220 0 -705.675 2039.766 1918.045 -705.718 2040.176 1918.196 -0.043 0.41 0.151 5 -0.9 8.2 3 0.412 0.439 8.2 8.8 354.0128 5.9872 20.117 0 0 0 0 0 0 0 0 0 0 0
1221 0 -733.773 2039.431 1921.838 -734.008 2039.896 1920.646 -0.235 0.465 -1.192 5 -4.7 9.3 -23.8 0.521 1.301 10.4 26 333.189 26.811 -66.3904 0 0 0 0 0 0 0 0 0 0 0
1222 0 -713.095 2039.163 1919.52 -713.126 2039.51 1919.424 -0.031 0.347 -0.096 5 -0.6 6.9 -1.9 0.348 0.361 7 7.2 354.8949 5.1051 -15.4061 0 0 0 0 0 0 0 0 0 0 0
1223 0 -681.57 2038.304 1911.05 -681.443 2038.638 1910.997 0.127 0.334 -0.053 5 2.5 6.7 -1.1 0.357 0.361 7.1 7.2 20.8188 339.1812 -8.4367 0 0 0 0 0 0 0 0 0 0 0
1224 0 -692.141 2038.865 1915.039 -692.088 2039.26 1915.222 0.053 0.395 0.183 5 1.1 7.9 3.7 0.399 0.439 8 8.8 7.6421 352.3579 24.6635 0 0 0 0 0 0 0 0 0 0 0
1225 0 -709.903 2036.768 1917.832 -709.872 2037.064 1918.028 0.031 0.296 0.196 5 0.6 5.9 3.9 0.298 0.356 6 7.1 5.9788 354.0212 33.3673 0 0 0 0 0 0 0 0 0 0 0
1226 0 -701.51 2035.271 1914.88 -701.401 2035.687 1916.06 0.109 0.416 1.18 5 2.2 8.3 23.6 0.43 1.256 8.6 25.1 14.6825 345.3175 69.9761 0 0 0 0 0 0 0 0 0 0 0
